0.000000	-0.000000
0.157080	-0.000317
0.314159	-0.002043
0.471239	-0.001442
0.628319	-0.010698
0.785398	-0.014166
0.942478	-0.002827
1.099557	-0.007010
1.256637	-0.009453
1.413717	-0.026252
1.570796	-0.002654
1.727876	-0.001235
1.884955	0.009518
2.042035	0.026998
2.199115	0.008417
2.356194	0.005222
2.513274	-0.002699
2.670354	-0.012565
2.827433	-0.004822
2.984513	-0.000481
3.141593	-0.000000
3.298672	-0.002925
3.455752	-0.003313
3.612832	0.000705
3.769912	0.000656
3.926991	0.004473
4.084071	-0.015841
4.241150	-0.002976
4.398230	0.005838
4.555310	0.029481
4.712389	-0.011470
4.869469	-0.026921
5.026549	0.007512
5.183629	0.016784
5.340708	-0.007281
5.497788	-0.015429
5.654868	0.009099
5.811947	0.009240
5.969027	-0.008584
6.126107	-0.000416
6.283186	-0.000000
6.440266	0.003918
6.597346	0.000921
6.754426	-0.006195
6.911505	0.000200
7.068585	0.000154
7.225665	-0.008668
7.382744	0.024036
7.539824	-0.004239
7.696904	-0.005520
7.853983	0.030831
8.011063	-0.004948
8.168142	0.003062
8.325222	-0.007088
8.482302	-0.005440
8.639381	0.011144
8.796461	-0.009029
8.953541	0.014611
9.110620	-0.007689
9.267700	0.000803
9.424780	0.000000
9.581860	-0.002610
9.738939	0.007141
9.896019	-0.008515
10.053099	0.007168
10.210178	-0.002259
10.367258	0.004891
10.524338	-0.025951
10.681417	0.006449
10.838497	-0.007177
10.995577	0.009887
11.152657	-0.019917
11.309736	0.011019
11.466816	-0.004257
11.623896	-0.002121
11.780975	0.011747
11.938055	-0.014402
12.095135	0.008235
12.252214	-0.003771
12.409294	-0.000692
12.566374	-0.000000
12.723454	0.002927
12.880533	-0.000644
13.037613	-0.007594
13.194693	0.000298
13.351772	-0.005618
13.508852	-0.000153
13.665932	0.033695
13.823011	-0.003591
13.980091	-0.012390
14.137171	0.027374
14.294250	0.005037
14.451330	-0.014601
14.608410	0.004175
14.765490	0.009908
14.922569	-0.000095
15.079649	-0.012252
15.236729	0.001728
15.393808	0.010937
15.550888	0.000163
15.707968	0.000000
15.865047	0.000468
16.022127	-0.000987
16.179207	-0.000752
16.336287	0.000574
16.493366	0.001431
16.650446	0.015647
16.807526	-0.003097
16.964605	-0.023658
17.121685	-0.033298
17.278765	-0.001808
17.435844	0.017769
17.592924	0.017101
17.750004	0.012428
17.907084	0.006498
18.064163	-0.002179
18.221243	-0.011412
18.378323	-0.015794
18.535402	-0.006143
18.692482	-0.000250
18.849562	0.000000
19.006641	0.000041
19.163721	-0.001990
19.320801	-0.000524
19.477880	-0.002988
19.634960	-0.008669
19.792040	-0.024460
19.949120	-0.005577
20.106199	-0.012151
20.263279	-0.023353
20.420359	-0.026312
20.577438	-0.006378
20.734518	-0.006388
20.891598	-0.001437
21.048677	0.000563
21.205757	0.013156
21.362837	0.009429
21.519917	0.010239
21.676996	0.007944
21.834076	0.002696
21.991156	-0.000000
22.148235	0.001068
22.305315	0.003625
22.462395	0.001386
22.619474	0.001031
22.776554	-0.010414
22.933634	-0.029093
23.090714	-0.017804
23.247793	0.001713
23.404873	0.013099
23.561953	0.011989
23.719032	-0.011248
23.876112	-0.010023
24.033192	-0.001961
24.190271	0.001241
24.347351	0.017926
24.504431	-0.010992
24.661510	-0.005847
24.818590	0.002548
24.975670	0.005770
25.132750	0.000000
25.289829	0.005349
25.446909	-0.004336
25.603989	-0.008472
25.761068	0.011556
25.918148	0.003699
26.075228	-0.006132
26.232307	0.007844
26.389387	0.016699
26.546467	-0.013945
26.703547	0.001471
26.860626	0.009769
27.017706	-0.013572
27.174786	0.001582
27.331865	0.001394
27.488945	-0.024007
27.646025	0.016310
27.803104	-0.003024
27.960184	-0.001833
28.117264	0.003028
28.274343	0.000000
28.431423	-0.000628
28.588503	0.000082
28.745583	-0.002334
28.902662	-0.001137
29.059742	0.002133
29.216822	-0.008858
29.373901	0.003744
29.530981	-0.003469
29.688061	0.031422
29.845140	-0.015258
30.002220	0.021941
30.159300	-0.017403
30.316380	0.027706
30.473459	-0.010390
30.630539	0.021666
30.787619	-0.004248
30.944698	0.006834
31.101778	-0.000287
31.258858	-0.000930
31.415937	-0.000000
31.573017	0.003199
31.730097	-0.005299
31.887177	0.012703
32.044254	-0.008286
32.201332	-0.005902
32.358410	0.009686
32.515488	-0.020456
32.672565	0.008537
32.829643	0.008422
32.986721	-0.029194
33.143799	0.007776
33.300877	0.001528
33.457954	-0.009583
33.615032	0.013766
33.772110	0.000706
33.929188	-0.002374
34.086266	0.002222
34.243343	0.003725
34.400421	-0.000280
34.557499	-0.000000
34.714577	-0.004274
34.871655	-0.000131
35.028732	0.016841
35.185810	0.005879
35.342888	-0.006286
35.499966	-0.004224
35.657043	0.013687
35.814121	0.015794
35.971199	-0.006988
36.128277	-0.037849
36.285355	-0.004165
36.442432	0.009267
36.599510	0.019889
