0.000000	0.000062	-0.000870
0.157080	0.003120	-0.004445
0.314159	0.004730	-0.002647
0.471239	0.006930	-0.001348
0.628319	0.001164	-0.001050
0.785398	0.005497	-0.014903
0.942478	0.000848	-0.007642
1.099557	0.003445	-0.012022
1.256637	0.001697	-0.004246
1.413717	0.000175	-0.004337
1.570796	-0.000000	-0.000000
1.727876	0.000358	0.000112
1.884955	0.000851	-0.002885
2.042035	0.000784	-0.003469
2.199115	0.000667	-0.013509
2.356194	0.017782	-0.001025
2.513274	0.022042	0.001325
2.670354	0.031796	0.009878
2.827433	0.024516	0.024681
2.984513	0.018170	0.012500
3.141593	0.029160	-0.002279
3.298672	0.021896	-0.034318
3.455752	0.016812	-0.008504
3.612832	0.015686	0.009264
3.769912	0.017515	0.007398
3.926991	0.004294	0.003436
4.084071	0.009466	-0.011272
4.241150	0.005111	-0.001850
4.398230	0.000045	0.000436
4.555310	0.000089	0.000390
4.712389	0.000000	0.000000
4.869469	0.000118	0.002785
5.026549	0.001292	-0.000275
5.183629	0.003418	-0.003078
5.340708	0.004338	0.002101
5.497788	0.006040	0.012553
5.654868	0.002205	-0.010703
5.811947	0.001658	-0.019478
5.969027	0.002089	0.032365
7.853983	-0.000000	-0.000000
10.995577	-0.000000	-0.000000
12.409294	0.000378	0.000227
12.566374	0.002761	-0.031181
12.723454	0.005668	0.037920
12.880533	0.002065	-0.011713
13.037613	0.002619	-0.009080
13.194693	0.003325	0.017282
13.351772	0.000114	-0.004782
13.508852	0.003731	-0.005265
13.665932	0.000077	0.014879
13.823011	0.000870	-0.004249
13.980091	0.000171	-0.004036
14.137171	0.000000	-0.000000
14.294250	0.000685	-0.000081
14.451330	0.002953	0.001131
14.608410	0.001963	-0.001266
14.765490	0.014118	-0.015334
14.922569	0.012743	0.005001
15.079649	0.017421	0.013823
15.236729	0.021095	-0.006774
15.393808	0.003333	-0.034224
15.550888	0.018841	-0.000469
15.707968	0.017704	0.019153
15.865047	0.026099	0.000527
16.022127	0.003368	-0.019504
16.179207	0.024078	-0.019118
16.336287	0.010728	0.001016
16.493366	0.008357	0.004904
16.650446	0.000927	0.000974
16.807526	0.001287	-0.002123
16.964605	0.000285	-0.005222
17.121685	0.000087	-0.000628
17.278765	0.000000	0.000000
17.435844	0.000704	-0.002836
17.592924	0.001006	-0.005089
17.750004	0.002753	-0.007522
17.907084	0.001837	-0.000910
18.064163	0.005832	0.006683
18.221243	0.003646	0.015585
18.378323	0.003592	0.025187
18.535402	0.000701	0.023303
20.420359	-0.000000	0.000000
23.561953	-0.000000	-0.000000
24.975670	0.000283	-0.030570
25.132750	0.003787	0.002849
25.289829	0.005675	0.007062
25.446909	0.005294	-0.015276
25.603989	0.002064	-0.005491
25.761068	0.006152	0.008244
25.918148	0.005751	0.005212
26.075228	0.002508	-0.005189
26.232307	0.000344	0.001518
26.389387	0.000142	0.005139
26.546467	0.000138	-0.001630
26.703547	0.000000	-0.000000
26.860626	0.000321	-0.004956
27.017706	0.001647	0.003307
27.174786	0.000460	-0.002895
27.331865	0.002385	-0.004883
27.488945	0.007412	0.003236
27.646025	0.017233	-0.005157
27.803104	0.010122	0.002261
27.960184	0.002392	0.007375
28.117264	0.016612	-0.023201
28.274343	0.033810	0.004015
28.431423	0.004541	-0.008432
28.588503	0.010886	0.004372
28.745583	0.017538	-0.002434
28.902662	0.016013	-0.000988
29.059742	0.010996	0.006755
29.216822	0.007385	-0.015749
29.373901	0.002302	0.001911
29.530981	0.000448	-0.005619
29.688061	0.000166	0.002370
29.845140	0.000000	0.000000
30.002220	0.000462	-0.003134
30.159300	0.000543	0.009906
30.316380	0.003145	-0.004920
30.473459	0.001890	0.003435
30.630539	0.006182	-0.004462
30.787619	0.001535	0.002265
30.944698	0.001939	-0.010146
31.101778	0.000649	0.000369
32.986721	0.000000	-0.000000
36.128277	0.000000	-0.000001
37.541977	0.000715	-0.011160
37.699055	0.001545	-0.001384
37.856133	0.002250	-0.004516
38.013210	0.002806	0.000348
38.170288	0.003443	0.002547
38.327366	0.008468	0.004526
38.484444	0.004246	0.027225
38.641521	0.004071	0.013173
38.798599	0.001176	0.003234
38.955677	0.000958	0.001492
39.112755	0.000034	-0.000069
39.269833	-0.000000	-0.000000
39.426910	0.000591	0.000667
39.583988	0.003593	0.007482
39.741066	0.006907	0.010959
39.898144	0.011823	0.010846
40.055222	0.003966	0.004184
40.212299	0.018116	0.011986
40.369377	0.013047	0.022506
40.526455	0.031245	0.015043
40.683533	0.004020	0.010178
40.840611	0.035503	0.003135
40.997688	0.025622	-0.003312
41.154766	0.008910	-0.017687
41.311844	0.023874	-0.022374
41.468922	0.010039	-0.030525
41.625999	0.000667	-0.022668
41.783077	0.005051	-0.008347
41.940155	0.000229	-0.001332
42.097233	0.000940	0.004148
42.254311	0.000052	0.001619
42.411388	-0.000000	0.000002
42.568466	0.000444	-0.000364
42.725544	0.002309	0.003307
42.882622	0.000412	0.012853
43.039700	0.003584	0.003984
43.196777	0.003011	0.000664
43.353855	0.004762	-0.004257
43.510933	0.000268	-0.002079
43.668011	0.000285	0.001661
45.552944	0.000000	-0.000003
48.694500	0.000000	0.000002
50.108200	0.000030	0.015846
50.265278	0.000192	-0.023155
50.422356	0.005181	0.025096
50.579433	0.001899	-0.031366
50.736511	0.001517	0.015311
50.893589	0.000760	-0.010568
51.050667	0.002981	0.003559
51.207745	0.005638	-0.015052
51.364822	0.003982	0.001932
51.521900	0.000398	-0.000044
51.678978	0.000212	-0.000847
51.836056	-0.000000	0.000007
51.993134	0.001280	0.005129
52.150211	0.001410	-0.005723
52.307289	0.002814	0.002613
52.464367	0.006232	0.004522
52.621445	0.008130	-0.013196
52.778522	0.003255	0.003909
52.935600	0.008167	-0.000271
53.092678	0.002471	-0.012198
53.249756	0.030604	0.005375
53.406834	0.028846	-0.000897
53.563911	0.010429	-0.019086
53.720989	0.031912	0.009239
53.878067	0.023580	0.000713
54.035145	0.008094	-0.020603
